name,url,type,seal_brewer_member,ba_associate_member,ab_inbev,state
Charlton Beer Company,www.charltonbeercompany.com,Micro,,,,MA
Charter Oak Brewing Company LLC,www.charteroakbrewing.com,Micro,Y,,,CT
Chase Brewing Company / Chase Tap Room,www.chasebrewing.com,Brewpub,,,,KY
Chateau De Pique Winery & Brewery,www.chateaudepique.com,Micro,,,,IN
Chatham Brewing LLC,www.chathambrewing.com,Micro,Y,,,NY
Chatoe Rogue Farmstead Brewery,www.rogue.com,Micro,Y,,,OR
Chattabrewchee Southern Brewhouse,www.chattabrewchee.com,Micro,Y,,,GA
Chattahoochee Brewing Co,www.beerontheriver.com,Micro,Y,,,AL
Chattanooga Brewing Co,www.chattabrew.com,Micro,Y,,,TN
Chatty Monks Brewing Company,www.chattymonks.com,Brewpub,Y,,,PA
Chau Tien Beer Company,www.paleale.com,Contract,,,,CA
Cheaha Brewing Co,www.cheahabrewingcompany.com,Brewpub,,,,AL
Cheboygan Brewing Co,www.cheboyganbrewing.com,Micro,Y,,,MI
Check Six Brewing Co,www.checksixbeer.com,Micro,Y,,,NC
Checkerspot Brewing Company,www.checkerspotbrewing.com,Brewpub,Y,,,MD
Cheeky Elephant Brewing Company,,Planning,,Y,,
Cheeky Monkey Brewing Co / Lucky Strike Jillians,www.cheekymonkeyboston.com,Brewpub,,,,MA
Chehalem Valley Brewery,www.chehalemvalleybrewery.com,Brewpub,,,,OR
Chelsea Alehouse Brewery,www.chelseaalehouse.com,Brewpub,Y,,,MI
Cheluna Brewing Company,www.cheluna.com,Micro,Y,,,CO
Cherokee Brewing + Pizza Company,www.cherokeebrewingandpizza.com,Brewpub,Y,,,GA
Cherry Republic Brewing,www.cherryrepublic.com,Contract,,,,MI
Chesapeake Brewing Co,www.chesbrewco.com,Brewpub,,,,MD
Chesepiooc Real Ale Brewery,www.brewcrab.com,Micro,,,,MD
Cheshmeh Brewing Co,,Planning,,Y,,NY
Chestnut Brew Works,www.chestnutbrewworks.com,Micro,,,,WV
Chetco Brewing Company,www.chetcobrew.com,Micro,Y,,,OR
Chicago Beer Company,www.chicagobeerco.com,Contract,,,,IL
Chicago Brewing Co - NV,www.chicagobrewingcolv.com,Brewpub,Y,,,NV
Chick Brewing Company,www.chickbeer.com,Contract,,,,MD
Chief Spring's Fire and Irons Brew Pub,www.fireandironsbrewpub.com,Brewpub,Y,,,WA
Chihuahua Brewing Co.,,Micro,Y,,,CA
Chili Line Brewing Co.,www.chililinebrewery@gmail.com,Brewpub,Y,,,NM
CHILLAX Brewing Company LLC,,Planning,,Y,,MI
Chilly Water Brewing Company,www.chillywaterbrewing.com,Brewpub,Y,,,IN
Chino Valley Brewery,www.chinovalleybrewery.com,Micro,,,,CA
Choc Beer Co,www.petes.org,Micro,,,,OK
ChopHouse and Brewery - Denver,www.craftworksrestaurants.com,Brewpub,Y,,,CO
Christian Moerlein Brewing Co,www.christianmoerlein.com,Regional,Y,,,OH
Chubby Squirrel Brewing Company,www.chubbysquirrelbrewing.com,Brewpub,Y,,,VA
ChuckAlek Independent Brewers,www.chuckalek.com,Brewpub,,,,CA
Chuckanut - South Nut,,Micro,Y,,,WA
Chuckanut Brewery - North Nut,www.chuckanutbreweryandkitchen.com,Micro,Y,,,WA
Chula Vista Brewery,www.chulavistabrewery.com,Micro,Y,,,CA
Church Brew Works/Lawrenceville Brewery Inc.,www.churchbrew.com,Brewpub,Y,,,PA
Church Owl Beer,www.churchowlbeer.com,Micro,,,,CT
Church Street Brewing Company,www.churchstreetbrew.com,Micro,Y,,,IL
Cibolo Creek Brewing Co.,www.cibolocreekbrewing.com,Brewpub,Y,,,TX
Ciclops Cyderi and Brewery,www.ciclopscyderiandbrewery.com,Brewpub,Y,,,SC
Cigar City Airport Location,,Planning,,Y,,FL
Cigar City Brewing Co,www.cigarcitybrewing.com,Regional,Y,,,FL
Cinder Block Brewery,www.cinderblockbrewery.com,Brewpub,Y,,,MO
Cinderlands Beer Co.,www.cinderlands.com,Brewpub,Y,,,PA
Circa Brewing Co,www.circabrewing.co,Brewpub,Y,,,NY
Circle 7 Brew Works,,Micro,,,,WA
Circle 9 Brewing,www.circle9brewing.com,Micro,Y,,,CA
Circle Brewing Company,www.circlebrewing.com,Micro,Y,,,TX
Cisco Brewers,www.ciscobrewers.com,Micro,Y,,,MA
Cismontane Brewing Co,www.cismontanebrewing.com,Micro,Y,,,CA
Citizen Brewers,www.citizenbrewers.com,Micro,,,,CA
City Acre Brewing Co,www.cityacrebrewing.com,Brewpub,Y,,,TX
City Barrel Brewing Co,,Planning,,Y,,MO
City Brewing Co,www.citybrewery.com,Regional,,,,WI
City Built Brewing Company,www.citybuiltbrewing.com,Brewpub,Y,,,MI
City Lights Brewing Co.,www.citylightsbrewing.com,Micro,,,,WI
City Service Brewing,www.cityservicebrewing.wixsite.com,Micro,,,,WI
City Star Brewing,www.citystarbrewing.com,Micro,Y,,,CO
City Steam Brewery,www.citysteam.biz,Brewpub,Y,,,CT
City-State Brewing Company,citystatebrewing.com,Planning,,Y,,DC
"Civic Partners, Inc",,Planning,,Y,,CA
Civil Life Brewing Company,www.thecivillife.com,Brewpub,Y,,,MO
Civil Society Brewing Co,www.civilsocietybrewing.com,Micro,,,,FL
Civilian Brewing Corps,,Planning,,Y,,IN
CJs Brewing Co,www.cjsbrewingcompany.com,Brewpub,,,,MI
CL River Outpost Brewing,riveroutpostbrewing.com,Brewpub,Y,,,NY
Claim 52 Brewing,,Micro,,,,OR
Claimstake Brewing Company,www.claimstakebrewing.com,Micro,Y,,,CA
Clairvoyant Brewing,www.clairvoyantbrewing.com,Micro,Y,,,ID
Clam Lake Beer Co,www.clamlakebeerco.com,Brewpub,,,,MI
Clandestine Brewing,www.clandestinebrewing.com,Micro,Y,,,CA
Claremont Craft Ales,www.claremontcraftales.com,Micro,Y,,,CA
Clarion River Brewing Company,www.clarionriverbrew.com,Brewpub,,,,PA
Clayton Brewing Co,www.claytonbrewingco.com,Contract,,,,CA
CLE Brewing,www.smarterbrewing.com,Micro,,,,OH
Clemson Brewery LLC,www.clemsonbrews.com,Planning,,Y,,
Clemson Bros. Brewery,www.clemsonbrewing.com,Brewpub,,,,NY
Cleophus Quealy Beer Company,www.cleoph.us,Micro,Y,,,CA
Clermont Brewing Company,,Planning,,Y,,FL
Cleveland Brewing Company @ Butcher and The Brewer,,Brewpub,Y,,,OH
Cliffside Brewing,www.cliffsidebrewing.com,Micro,Y,,,CT
Climate City Brewing Co.,www.climatecitybrewing.com,Brewpub,,,,OR
Climax Brewing Co,www.climaxbrewing.com,Micro,,,,NJ
Climber Nine Brewing,,Planning,,Y,,CA
Climbing Bines Craft Ale Company,www.climbingbineshopfarm.com,Micro,,,,NY
Clinch River Brewing,www.clinchriverbrewing.com,Brewpub,Y,,,TN
Clock House Brewing,www.clockhousebrewing.com,Micro,,,,IA
Clockwerks Brewing,www.clockwerksbrewing.com,Brewpub,Y,,,MN
Cloud 9 Brewery,www.cloud9brewery.com,Brewpub,Y,,,ID
Cloudburst Brewing,www.cloudburstbrew.com,Micro,Y,,,WA
Clouds Brewing,www.cloudsbrewing.com,Micro,Y,,,NC
Cloverdale Ale Company's Ruth McGowan's Brewpub,www.ruthmcgowansbrewpub.com,Brewpub,,,,CA
Clubhouse Brewing Company Ltd,,Micro,Y,,,OH
CNB Brewpub,,Planning,,Y,,FL
Coachella Valley Brewing Co,www.cvbco.com,Micro,Y,,,CA
Coal Country Brewing,www.coalcountrybrewing.net,Micro,,,,PA
Coal Creek TAP,www.coalcreektap.com,Micro,Y,,,WY
Coal Mine Ave Brewing Company,www.coalmineavebrewing.com,Micro,Y,,,CO
Coal Tipple Brewery / Kramer Farms,www.coaltipplebrewery.com,Micro,,,,PA
Coalition Brewing Co,www.coalitionbrewing.com,Micro,Y,,,OR
COAST Brewing Co,www.coastbrewing.com,Micro,Y,,,SC
Coastal Bend Brewing,www.coastalbendbrewing.com,Planning,,Y,,TX
Coastal Empire Beer Co,www.coastalempirebeer.com,Micro,Y,,,GA
Coastal Fermentory,,Planning,,Y,,
Coastal Star Brewing Company,www.coastalstarbrewing.com,Planning,,Y,,CA
Cobblehaus Brewing Company,www.cobblehauspa.com,Micro,Y,,,PA
CO-Brew,www.cobrewdenver.com,Micro,Y,,,CO
Cochituate Brewing,www.cochituatebrewing.com,Micro,,,,MA
Cocoa Beach Brewing Co,www.cocoabeachbrewingcompany.com,Brewpub,,,,FL
Coda Brewing Company,www.codabrewing.com,Planning,,Y,,CO
Coddington Brewing Co,,Brewpub,,,,RI
Code Beer Co.,www.codebeer.co,Micro,Y,,,NE
Coelacanth Brewing,www.coelacanth.com,Micro,Y,,,VA
Cognition Brewing Company,www.cognitionbrewing.com,Micro,Y,,,MI
Cognito Brewing Company,www.cognitobrewingcompany.com,Brewpub,,,,MI
Cogstone Brewing Co,www.cogstonebrewing.com,Brewpub,Y,,,CO
Coin Toss Brewing Co,www.cointossbrewing.com,Micro,,,,OR
Cold Creek Brewery,coldcreekbrewery.com,Micro,,,,CT
Cold Fusion Brewing LLC,www.facebook.com/ColdFusionBrewery/?ref=bookmarks,Micro,,,,TN
Cold Harbor Brewing Company,www.coldharborbrewing.com,Micro,Y,,,MA
Cold Iron Brewing,www.coldironbrewing.com,Micro,,,,MI
Cold Spring Brewery,www.hcsv.org,Micro,,,,NJ
Cold Water Brewery and Grill,www.tahoecoldwaterbrewery.com,Brewpub,Y,,,CA
Coldfire Brewing,www.coldfirebrewing.com,Micro,Y,,,OR
Cole Street Brewery,www.colestreetbrew.com,Micro,Y,,,WA
Coles Road Brewing,ColesRoadBrewing.com,Planning,,Y,,CT
Colfax Ale Cellar,Http://www.ColfaxAleCellar.com,Micro,Y,,,NM
Collection Brewing Company,,Planning,,Y,,NC
College Point Brewery,,Planning,,Y,,NY
College Street Brewhouse and Pub,,Micro,Y,,,AZ
Collision Bend Brewing Co,www.collisionbendbrewery.com,Brewpub,Y,,,OH
Colludium Brewery,www.colludiumbrewery.com,Planning,,Y,,MS
Collusion Tap Works,www.collusiontapworks.com,Brewpub,Y,,,PA
Colonial Camden Brewery,www.colonialcamdenbrewery.com,Planning,,Y,,
Colorado Boy Pizzeria,www.coloradoboy.com,Brewpub,Y,,,CO
Colorado Boy Pub & Brewery,www.coloradoboy.com,Brewpub,Y,,,CO
Colorado Farm Brewery,www.cofarmbeer.com,Micro,Y,,,CO
Colorado Mountain Brewery,www.cmbrew.com,Brewpub,Y,,,CO
Colorado Mountain Brewery At the Roundhouse,www.cmbrew.com,Brewpub,Y,,,CO
Colorado Plus,,Brewpub,Y,,,CO
Columbia Craft Brewing Company,www.columbiacraft.com,Brewpub,Y,,,SC
Columbia Kettle Works,www.columbiakettleworks.com,Brewpub,Y,,,PA
Columbia River Brewing Co,www.columbiariverbrewpub.com,Brewpub,Y,,,OR
Columbia Valley Brewing,www.columbiavalleybrewing.com,Micro,,,,WA
Columbus Brewing Co,www.columbusbrewing.com,Regional,Y,,,OH
Columbus House Brewery,,Micro,Y,,,AR
Comanche Creek Brewing Co,www.comanchecreekbrewingco.com,Micro,Y,,,NM
Combustion Brewery,www.combustionbrewing.com,Micro,Y,,,OH
Common Block Brewing Company,www.commonblockbrewing.com,Contract,,Y,,OR
"Common Bond Brewers, LLC",www.commonbondbrewers.com,Micro,Y,,,AL
Common John Brewing Co,www.commonjohnbc.com,Planning,,Y,,TN
Common Roots Brewing Company,www.commonrootsbrewing.com,Micro,Y,,,NY
Common Sense Brewing,www.commonsensebrewing.com,Micro,Y,,,NJ
Common Space Brewery,www.commonspace.la,Micro,Y,,,CA
Commoners Brewing Company,www.commonersbrewingcompany.com,Micro,,,,NC
Commonhouse Ales,www.commonhouseales.com,Micro,Y,,,OH
Commonhouse Aleworks,www.commonhousealeworks.com,Micro,Y,,,SC
Commonwealth Brewing Co.,www.commonwealthbrewco.com,Micro,Y,,,VA
Community Beer Co,,Regional,Y,,,TX
Community Beer Works,www.communitybeerworks.com,Micro,Y,,,NY
Community Beer Works,,Brewpub,Y,,,NY
Compadre Brewing,www.compadrebrewing.com,Planning,,Y,,TX
Company Brewing Co,,Brewpub,,,,WI
Compass Rose,www.compassrosebrewery.com,Micro,Y,,,NC
Component Brewing Co,www.componentbrewing.com,Micro,,,,WI
Comrade Brewing Company,comradebrewing.com,Micro,Y,,,CO
Conclave Brewing,www.conclavebrewing.com,Micro,Y,,,NJ
Concord Craft Brewery,www.concordcraftbrewing.com,Micro,Y,,,NH
Concrete Beach Brewery,www.concretebeachbrewery.com/,Micro,Y,,,FL
Concrete Jungle Brewing Project,www.concretejungle.la,Micro,,,,CA
Coney Island Beer,www.coneyislandbeer.com,Micro,Y,,,NY
Confluence Brewing Co,www.confluencebrewing.com,Micro,Y,,,IA
Conflux Brewing,,Micro,Y,,,MT
ConfluxCity Brewing Company,www.confluxcitybrew.com,Micro,,,,MI
Congregation Ales,www.congregationalehouse.com,Micro,Y,,,CA
Connecticut Valley Brewing Company,www.ctvalleybrewing.com,Micro,Y,,,CT
Conner Fields Brewing,www.connerfields.com,Brewpub,,,,OR
Conny Creek Brewing Co,www.facebook.com/ConnyCreekBrewing/,Micro,,,,PA
Conquest Brewing Co.,www.conquestbrewing.com,Micro,,,,SC
Conservatory Beerworks LLC,www.conservatorybeer.com,Planning,,Y,,
Conshohocken Brewing - Bridgeport,www.conshohockenbrewing.com,Brewpub,Y,,,PA
Conshohocken Brewing Co.,www.conshohockenbrewing.com,Brewpub,Y,,,PA
Constantine Brewing Co,www.constantinebrewingco.com,Brewpub,,,,MI
Constellation Brands,,Large,,Y,,CA
Contrary Brewing Co,www.contrarybrewing.com,Micro,Y,,,IA
Converge Brewing Company,,Planning,,Y,,CA
Conversations Brewing,,Planning,,Y,,WA
Conversion Brewing,www.conversionbrewingcompany.com,Brewpub,Y,,,OR
Convive Brewing Company,,Planning,,Y,,
Conyngham Brewing Company,www.conynghambrewing.com,Micro,Y,,,PA
Cool Beerwerks,www.cbwbeer.com,Brewpub,,,,CA
Cool Springs Brewery,www.coolspringsbrewery.com,Brewpub,Y,,,TN
Cooling Pond Brewery,,Planning,,Y,,VA
COOP Ale Works,www.coopaleworks.com,Micro,Y,,,OK
"Cooper Landing Brewing Company, LLC.",www.cooperlandingbrewing.com,Micro,Y,,,AK
Cooper Mountain Ale Works,www.coopermountainaleworks.com,Micro,,,,OR
Cooper River Brewing Company,www.cooperriverbrewing.com,Micro,,,,SC
Cooperage Brewing Co.,www.cooperagebrewing.com,Micro,Y,,,CA
Coopers Cave Ale Co,www.cooperscaveale.com,Brewpub,,,,NY
CooperSmiths Pub and Brewing,www.coopersmithspub.com,Brewpub,Y,,,CO
Cooperstown Brewing Co,,Proprietor,,Y,,NY
Coos Brewing Company,www.coosbeer.com,Micro,,,,NH
Coosa Valley Brewing Company,,Planning,,Y,,
Copp Brewery & Winery,www.coppbrewery.com,Micro,,,,FL
Copper Brothel Brewery,www.copperbrothelbrewery.com,Micro,Y,,,AZ
Copper City Brewing Company,www.coppercitybrewing.com,Micro,,,,NY
Copper Club Brewing Co,www.copperclubbrew.com,Micro,Y,,,CO
Copper Hop Brewing Co/Copper Hop Ranch,www.copperhopranch.com,Micro,,,,AZ
Copper Kettle Brewing Co,,Micro,Y,,,PA
Copper Kettle Brewing Company,www.copperkettledenver.com,Micro,Y,,,CO
Copper Mine Brewing Co,www.copperminebrewing.com,Micro,Y,,,AZ
Copper Pig Brewery,www.copperpigbrewery.com,Brewpub,,,,NH
Copper State Brewing Co,www.copperstate.beer,Brewpub,Y,,,WI
Copper Trail Brewing Co.,www.coppertrailbrewing.com,Micro,Y,,,MN
Copper Turret Restaurant and Brewhouse,www.copperturret.com,Brewpub,Y,,,NY
Copperhead Brewery,www.copperheadbrewery.com,Micro,,,,TX
Copperpoint Brewing Company,,Micro,Y,,,FL
Coppertail Brewing,www.coppertailbrewing.com,Micro,Y,,,FL
Coppertop Alehouse and Still Works,www.coppertopalehouse.com,Brewpub,,,,AZ
Corbett Brewing Company,,Micro,,,,AZ
Corcoran Brewing,www.corcoranbrewing.com,Micro,,,,VA
Core Brewing - Hot Springs,,Brewpub,Y,,,AR
Core Brewing - SoMa,,Brewpub,Y,,,AR
Core Brewing & Distilling Co,www.corebeer.com,Micro,Y,,,AR
Corner Point Brewing Company,,Planning,,Y,,
Corner Post BrewCo,,Planning,,Y,,
Corner Pub,,Brewpub,,,,WI
Cornerstone Brewing Co,,Brewpub,Y,,,OH
Coronado Brewing Co,www.coronadobrewingcompany.com,Regional,Y,,,CA
Coronado Brewing Co - Production Facility,,Regional,Y,,,CA
Coronado Brewing Company Imperial Beach,,Brewpub,Y,,,CA
Corporate Ladder Brewing Company,www.corporateladderbrewing.com,Micro,Y,,,FL
Corrales Bistro Brewery,www.cbbistro.com,Brewpub,,,,NM
Corralitos Brewing Co,www.corralitosbrewingco.com,Micro,Y,,,CA
Corridor Brewery & Provisions,,Brewpub,Y,,,IL
Corsair Artisan LLC,www.corsairartisan.com,Micro,,Y,,TN
Cortland Beer Company,www.cortlandbeer.com,Micro,,,,NY
Corvus Brewing Company,,Planning,,Y,,
Cosmic Brewery,www.cosmicbrewery.com,Micro,,,,CA
Cosmic Eye Brewing,www.cosmiceye.beer,Planning,,Y,,NE
Cosmos Brewing,www.cosmosbrewing.com,Micro,,,,MN
Costa Ventosa Winery & Vineyard,www.costaventosa.com,Brewpub,,,,MD
CoStar Brewing Inc.,,Micro,Y,,,PA
Cotee River Brewing Company,www.coteeriverbrewing.com,Planning,,Y,,FL
Cotton Brewing Co,www.cottonbrewing.com,Brewpub,,,,MI
CottonTown Brew Lab,www.ctbl.asurewebsites.net,Micro,Y,,,SC
Cottrell Brewing Co,www.cottrellbrewing.com,Micro,,,,CT
Couch Brewery,www.couchbrewery.com,Micro,,,,PA
Council Brewing - Magic Factory,,Micro,Y,,,CA
Council Brewing Company,,Micro,Y,,,CA
Council Brewing Company,www.councilbrew.com,Micro,Y,,,CA
Council Rock Brewery,www.councilrockbrewery.com,Brewpub,Y,,,NY
Counterbalance Brewing Company,www.counterbalancebeer.com,Micro,Y,,,WA
Counterweight Brewing Company,www.Counterweightbrewing.com,Micro,Y,,,CT
Country Boy Brewing,www.countryboybrewing.com,Micro,Y,,,KY
Country Boy Brewing - Georgetown,,Micro,Y,,,KY
Country Town Farm Brewery,,Planning,,Y,,NY
County Line Brewing,www.countylinebrewing.com,Micro,,,,ID
Court Avenue Brewing Co,www.courtavebrew.com,Brewpub,Y,,,IA
Courthouse Pub,www.courthousepub.com,Brewpub,,,,WI
Cousins Revolution Ale Works,www.cousinsrevolution.com,Micro,,,,NY
COVA Brewing Co.,,Planning,,Y,,VA
Covered Bridge Brewhaus Taproom,,Micro,Y,,,PA
Covington Brewhouse,www.covingtonbrewhouse.com,Micro,Y,,,LA
Cowboy State Brewing,,Micro,,,,WY
Cowiche Creek Brewing Company,www.cowichecreekbrewing.com,Micro,,,,WA
Cowtown Brewing Company,www.cowtownbrewco.com,Planning,,Y,,TX
CR Brewing Company,www.crbrewingcompany.com,Brewpub,Y,,,PA
Crabtree Brewing,www.crabtreebrewing.com,Micro,Y,,,CO
CRAFT 64,www.craft64.com,Contract,,Y,,AZ
Craft Artisan Ales,,Contract,,,,CA
Craft Brewing Company,www.craftbrewibgcompany.com,Micro,Y,,,CA
Craft Kitchen and Brewery,www.craftkitchenandbrewery.com,Brewpub,Y,,,OR
Craft Life Brewing,,Micro,,,,FL
CraftHaus Brewery,www.crafthausbrewery.com,Micro,Y,,,NV
"CraftRoots Brewing, LLC.",www.craftrootsbrewing.com,Micro,Y,,,MA
Craftsman Brewing Co,www.craftsmanbrewing.com,Micro,,,,CA
Craftwerk Orange Brewing Company,www.craftwerkorange.com,Planning,,Y,,NJ
Crafty Ales and Lagers,www.drinkcraftyales.com,Micro,Y,,,NY
Crafty Bastard Brewery,www.craftybastardbrewery.com,Micro,Y,,,TN
Crane Brewing Company,www.cranebrewing.com,Micro,Y,,,MO
"Crane's Castle Brewing Co, LLC",www.cranescastlebeer.com,Planning,,Y,,WA
Crank Arm Brewing Co,www.crankarmbrewing.com,Micro,Y,,,NC
Cranker's Brewery,,Brewpub,Y,,,MI
Cranker's Restaurant & Brewery,www.crankersbrewery.com,Brewpub,Y,,,MI
Cranky Britches Brewing Co,www.crankybritches.com,Micro,,,,TX
Crasian Brewing Co,www.crasianbrewing.com,Micro,Y,,,IN
Cravings Bistro & Pub,,Brewpub,,,,MI
Crawford Brew Works,,Micro,Y,,,IA
Crazy Gnome LLC,crazygnomebrewery.com,Planning,,Y,,
Crazy Mountain Brewing Co,www.crazymountainbrewery.com,Regional,Y,,,CO
Crazy Williez Brewery,,Contract,,,,NY
Creature Comforts Brewing Co.,www.creaturecomfortsbeer.com,Regional,Y,,,GA
Creature Comforts Production Facility At Southern Mill,,Regional,Y,,,GA
Creatures Of Habit Brewing Co,,Planning,,Y,,IN
Creek Bottom Brew LLC,www.creekbottombrew.com,Planning,,Y,,IN
Creek Bottom Brewing,www.creekbottombrewing.com,Brewpub,Y,,,VA
Crescent Brewery,www.crescentbeer.com,Micro,,,,ID
Crescent City Brewhouse,www.crescentcitybrewhouse.com,Brewpub,Y,,,LA
Creston Brewery,www.crestonbrewery.com,Brewpub,Y,,,MI
Crestone Brewing Company,www.crestonebrewingco.com,Brewpub,,,,CO
Cricket Hill Brewing Co. Inc.,www.crickethillbrewery.com,Micro,,,,NJ
Crime & Punishment Brewing Company,www.crimeandpunishmentbrewery.com,Brewpub,Y,,,PA
Crisis Brewing LLC,www.crisisbrew.com,Micro,Y,,,AR
Critz Farms Brewing & Cider Co.,www.critzfarms.com,Micro,,,,NY
Crooked Can Brewing Co,www.crookedcan.com,Micro,Y,,,FL
Crooked Crab Brewing Company,www.cookedcrabbrewing.com,Micro,,,,MD
Crooked Current Brewery,www.crookedcurrentbrewery.com,Micro,,,,RI
Crooked Ewe Brewery & Ale House,www.crookedewe.com,Brewpub,Y,,,IN
Crooked Eye Brewery,crookedeyebrewery.com,Micro,Y,,,PA
Crooked Fence Brewing,www.crookedfencebrewing.com,Micro,Y,,,ID
Crooked Furrow Brewing,www.crookedfurrowbrewing.com,Micro,,,,MT
Crooked Goat Brewing,www.crookedgoatbrewing.com,Micro,,,,CA
Crooked Hammock Brewery,,Brewpub,Y,,,DE
Crooked Handle Brewing Co.,www.crookedhandle.com,Micro,Y,,,OH
Crooked Label Brewing Company,,Planning,,Y,,WA
Crooked Ladder Brewery,www.crookedladderbrewingco.com,Micro,,,,NY
Crooked Lane Brewing Co,www.crookedlanebrewing.com,Micro,Y,,,CA
Crooked Letter Brewing Co,www.crookedletterbrewery.com,Brewpub,,,,MS
Crooked Pecker Brewing,,Planning,,Y,,OH
Crooked Rooster Brewery LLC.,www.crookedroosterbrews.com,Micro,Y,,,FL
Crooked Run Brewing,crookedrunbrewing.com,Micro,Y,,,VA
Crooked Stave Artisan Beer Project,www.crookedstave.com,Micro,Y,,,CO
Crooked Stave Artisan Beer Project,,Planning,,Y,,CO
Crooked Thumb Brewery,www.crookedthumbbrew.com,Micro,Y,,,FL
Crooked Tongue Brewing,www.crookedtonguebrewing.com,Micro,Y,,,PA
Crooked Tooth Brewing Co.,www.crookedtoothbrewing.com,Micro,,,,AZ
Cross Country Brewing,,Micro,Y,,,MT
Cross Keys Brewing Co,www.ckbcbeer.com,Micro,,,,NJ
Cross Plains Brewery Inc.,www.essersbest.com,Contract,,,,WI
Cross Timbers Brewing Co.,,Planning,,Y,,
Crossbuck Brewing,www.crossbuckbrewing.com,Planning,,Y,,WA
Cross-Eyed Owl Brewing Co.,www.xeobrewing.com,Micro,Y,,,AL
Crossroads Brewing Co,www.crossroadsbrewingco.com,Brewpub,Y,,,NY
Crosstown Brewing Company,www.crosstownbeer.com,Micro,Y,,,TN
Crosstrails Brewing Co.,,Planning,,Y,,
Crow Hop Brewing Co. Ltd.,www.crowhopbrewing.com,Micro,Y,,,CO
Crow Peak Brewing Co,www.crowpeakbrewing.com,Micro,Y,,,SD
Crowded Castle Brewing Co. Inc.,www.crowdedcastle.com,Brewpub,Y,,,PA
Crowing Hen,,Planning,,Y,,OR
Crown Brewing Co,www.crownbrewing.com,Micro,Y,,,IN
Crown Valley Brewing & Distilling Co,www.crownvalleybrewery.com,Micro,,Y,,MO
Crucible Brewing Company,Www.cruciblebrewing.com,Micro,Y,,,WA
Crue Brew Brewery,www.cruebrewbrewery.com,Micro,Y,,,MA
Crux Fermentation Project,www.cruxfermentation.com,Regional,,,,OR
Crux Fermentation Project - Crux2,,Micro,,,,OR
Cruz Blanca Brewery,www.cruzblanca.com,Brewpub,Y,,,IL
Crying Eagle Brewing Company,www.cryingeagle.com,Micro,Y,,,LA
Crystal Ball Brewing,www.crystalballbrewing.com,Micro,,,,PA
Crystal Coast Brewing Company LLC,www.CrystalCoastBrewingCompany.com,Micro,Y,,,NC
Crystal Lake Brewing Co.,,Micro,Y,,,IL
Crystal Springs Brewing Co,www.crystalspringsbrewing.com,Micro,Y,,,CO
Cueni Brewing Co.,www.cuenibrewing.com,Micro,Y,,,FL
Culmination Brewing Co,www.culminationbrewing.com,Micro,Y,,,OR
Cult Classic Brewing,www.cultclassicbrewing.com,Planning,,Y,,MD
Culture Brewing Co,www.culturebrewingco.com,Micro,Y,,,CA
Culver Beer Company,www.culverbeer.com,Micro,Y,,,CA
Cumberland Brewery,,Brewpub,,,,KY
Currahee Brewing Company,www.curraheebrew.com,Micro,Y,,,NC
Currahee Brewing Company,,Micro,Y,,,GA
Curran Brewing Co,www.curranbrewing.com,Micro,,,,PA
Cushnoc Brewing Company,www.cushnocbrewing.com,Brewpub,,,,ME
Cushwa Brewing Co,www.cushwabrewing.com,Micro,,,,MD
Cut Bank Creek Brewery,www.cutbankcreekbrewery.com,Micro,,,,MT
Cuyuna Brewing Company,cuyunabrewing.com,Micro,,,,MN
Cycle Brewing,www.cyclebrewing.com,Micro,,,,FL
Cycle Brewing Production and Warehouse,,Micro,,,,FL
Cycler's Brewing,www.cyclersbrewing.com,Micro,Y,,,TX
Cynosure Brewing,,Micro,Y,,,AK
Cypress and Grove Brewing Company,www.cypressandgrove.com,Micro,Y,,,FL
Cypress Brewing Company,www.cypressbrewing.com,Micro,,,,NJ
Cypress Creek Southern Ales,www.cypresscreeksouthernales.com,Micro,Y,,,TX
Czann's Brewing,czanns.com,Micro,Y,,,TN
Czig Meister Brewing Co.,www.CzigMeisterBrewing.com,Micro,Y,,,NJ
D. G. Yuengling and Son Inc,www.yuengling.com,Regional,,,,FL
D. G. Yuengling and Son Inc,www.yuengling.com,Regional,,,,PA
"D. MANATEE HOLDINGS, LLC",www.tiliaventure.com,Planning,,Y,,FL
D.C. Oakes Brewhouse and Eatery,www.dcoakesbrewhouse.com,Brewpub,Y,,,CO
D.L. Geary Brewing Co Inc.,www.gearybrewing.com,Micro,,,,ME
